name,location,cuisines,rate,cost,online_order,book_table,cuisine_count
Tandoor Garden,BTM,"North Indian, Chinese, Kebab",3.6,350,Yes,No,3
The Paratha Stories,JP Nagar,North Indian,3.9,250,Yes,No,1
Xpress Chai,BTM,Tea,3.7,150,Yes,No,1
Modern Restaurant,BTM,"North Indian, Chinese",3.0,450,Yes,No,2
Spice Code,JP Nagar,"South Indian, North Indian, Chinese, Biryani",4.0,1000,No,Yes,4
Anand Sweets and Savouries,Banashankari,"Mithai, Street Food",3.7,400,No,No,2
Alfa Family Restaurant,Wilson Garden,"North Indian, Arabian, Chinese",3.0,400,No,No,3
Beijing Bites,JP Nagar,"Chinese, Thai",4.0,850,No,No,2
The Punjabi Rasoi,JP Nagar,North Indian,3.4,800,No,No,1
Roti Wala,BTM,North Indian,4.2,300,Yes,No,1
Maa'r Rannaghor,JP Nagar,"Bengali, Chinese",3.9,400,Yes,No,2
Sri Laxmi Venkateshwara Coffee Bar,Banashankari,South Indian,4.4,100,No,No,1
Messy Bowl,Banashankari,"Fast Food, Beverages",3.5,500,No,No,2
Royal Chef Naati Oota,JP Nagar,"South Indian, Biryani, North Indian",4.0,500,No,No,3
Swathi Restaurant,JP Nagar,"Mangalorean, North Indian, Chinese",3.9,400,Yes,No,3
Kirthi's Biryani,Banashankari,"Chinese, Cafe, Italian",3.8,700,Yes,No,3
Woody's,JP Nagar,"Chinese, South Indian, North Indian",2.5,650,Yes,No,3
The Krishna Grand,Banashankari,"North Indian, South Indian, Chinese, Fast Food, Juices",3.9,750,Yes,No,5
Desi Aahar,BTM,"North Indian, Chinese, Seafood",3.3,400,Yes,No,3
Namma Banashankari Donne Biryani,JP Nagar,"Biryani, Kebab",4.1,250,Yes,No,2
White Horse,JP Nagar,"North Indian, Mangalorean, Chinese",3.8,400,No,No,3
New Imperial Restaurant,Banashankari,"North Indian, Chinese",3.7,450,No,No,2
Coconut Grove,JP Nagar,"South Indian, Chettinad, Kerala, Seafood",3.3,1100,No,No,4
Marenahalli Donne Biriyani,JP Nagar,"Biryani, Fast Food",4.0,300,Yes,No,2
Ashirvaad Grand,BTM,"Chinese, North Indian, South Indian",4.0,400,Yes,No,3
Srikrishna Bhavan,Banashankari,"South Indian, North Indian, Chinese",3.8,300,Yes,No,3
Cafe Mondo,Basavanagudi,"Cafe, Italian, Beverages",3.7,600,Yes,No,3
Udupi Grand,Basavanagudi,"South Indian, North Indian, Chinese",3.8,300,Yes,No,3
Avon Bar & Kitchen,BTM,"Andhra, Chinese, North Indian",3.8,700,No,No,3
Marwa Restaurant,Bannerghatta Road,"North Indian, Chinese, Fast Food, BBQ",3.5,600,Yes,Yes,4
Pallavi North Indian Veg Restaurant,JP Nagar,"Biryani, North Indian, Chinese",3.7,450,No,No,3
Peat & Fire,JP Nagar,"North Indian, Maharashtrian",3.8,700,Yes,No,2
Gowdru Mane Oota,JP Nagar,"South Indian, Andhra",3.7,400,Yes,No,2
Millet Mama,Basavanagudi,"South Indian, Healthy Food",3.9,200,Yes,No,2
The Foodyz,JP Nagar,"North Indian, Chinese",3.6,500,Yes,No,2
Just Sandwiches,BTM,Sandwich,3.6,100,Yes,No,1
Shanthi Sagar,JP Nagar,"South Indian, North Indian, Chinese",3.7,400,Yes,No,3
Krishna Vaibhava,BTM,"North Indian, South Indian",3.5,350,Yes,No,2
Smoke - The Sizzler House,Bannerghatta Road,"Continental, Chinese, Thai, Italian, BBQ, Steak",3.8,1100,Yes,No,6
Bhukkhad Baba,JP Nagar,"North Indian, Beverages",3.7,250,Yes,No,2
Prasiddhi Food Corner,JP Nagar,"Fast Food, North Indian, South Indian",3.7,200,Yes,No,3
Spice Up,JP Nagar,Chinese,3.8,600,Yes,No,1
Kaizen Wellness Kitchen,JP Nagar,"Asian, Continental, European",3.7,800,Yes,No,3
Taco Bell,Bannerghatta Road,"Mexican, American, Fast Food",4.0,600,No,No,3
Sri Rajasthani Foods,JP Nagar,"Rajasthani, North Indian",3.6,200,Yes,No,2
Smoor,Bannerghatta Road,"Desserts, Cafe, Beverages",3.6,900,Yes,No,3
Udupi Upachar,Banashankari,"South Indian, North Indian",3.5,500,Yes,No,2
House Of Kebabs,Basavanagudi,"North Indian, Kebab, Biryani, Chinese",3.9,700,Yes,No,4
Yummy Momos,JP Nagar,"Chinese, Tibetan, Fast Food",3.2,200,Yes,No,3
Green Onion,Bannerghatta Road,Chinese,3.0,400,No,No,1
Malabar Cafe,Bannerghatta Road,"South Indian, Kerala, Biryani",3.4,400,Yes,No,3
Faasos,JP Nagar,"North Indian, Biryani, Fast Food",3.9,500,Yes,No,3
Pizza Paradise,JP Nagar,Pizza,3.5,500,Yes,No,1
Chaitanya Grand,Bannerghatta Road,"South Indian, North Indian, Chinese",3.6,300,No,No,3
Anju's Cafe,JP Nagar,"Fast Food, North Indian, Continental",4.1,400,No,No,3
Zam Zam Darbar,BTM,"North Indian, Biryani, Chinese",2.9,500,No,No,3
Kadala Tarangaa,Banashankari,"Mangalorean, Seafood, North Indian",3.6,600,Yes,No,3
On The Nose,BTM,"Cafe, Italian, Mexican, Chinese",3.8,600,Yes,No,4
Paisa Vasool,Koramangala 7th Block,North Indian,3.3,400,Yes,No,1
Sri Raghavendra Davanagere Benne Dose Hotel,JP Nagar,South Indian,4.0,200,No,No,1
Al Hayath,BTM,"North Indian, Chinese",3.5,200,No,No,2
Brewz Coffee,BTM,Cafe,3.0,650,Yes,No,1
Bakers Town,BTM,"Cafe, Continental, Fast Food",3.5,600,Yes,No,3
Cravy Wings,Bannerghatta Road,"American, Burger, Fast Food",4.2,400,Yes,No,3
Pathaan Sir,Bannerghatta Road,"Rolls, Chinese",3.3,300,Yes,No,2
Bake and Juice,BTM,"Fast Food, North Indian",3.7,400,Yes,No,2
The Onyx - The HHI Select Bengaluru,JP Nagar,"North Indian, Chinese, Continental",3.5,950,No,No,3
B.M.W Bhookh Mitaane Wala,JP Nagar,"North Indian, South Indian, Chinese",3.9,500,Yes,No,3
Soup Station,Bannerghatta Road,Continental,3.7,300,Yes,No,1
Indori Chatorey,BTM,"North Indian, Street Food",2.8,300,Yes,No,2
South Point Pub,Basavanagudi,"North Indian, Seafood, Chinese",3.4,800,Yes,No,3
Sambram Biriyani Paradise,JP Nagar,"Biryani, North Indian, Chinese",3.6,600,Yes,No,3
The Cravery,JP Nagar,Cafe,2.6,500,Yes,No,1
The Biriyani Pedia,BTM,"Biryani, North Indian",4.0,300,Yes,No,2
Sri Nandi Grand,BTM,"North Indian, South Indian",3.5,300,Yes,No,2
Baba Ka Dhaba,BTM,North Indian,3.7,400,Yes,No,1
RK Fresh Food,BTM,Fast Food,3.5,300,Yes,No,1
Dev's Gugababa,BTM,"Bengali, North Indian, Chinese",3.1,500,Yes,No,3
Tasty Magic,BTM,"Chinese, North Indian",2.7,600,Yes,No,2
Bawarchi Inn,BTM,"North Indian, Biryani, Andhra, Chinese",3.0,600,Yes,No,4
FRYBIES,Bannerghatta Road,Fast Food,3.3,350,Yes,No,1
Hungry Lion,Wilson Garden,"Street Food, Beverages",3.0,200,No,No,2
Nammura Upahara,JP Nagar,South Indian,3.8,100,No,No,1
Chilli Flakes,Banashankari,"Fast Food, Italian, Beverages",3.6,500,Yes,No,3
SLV Swadishta,Banashankari,South Indian,3.8,300,No,No,1
Spar Refresh,Bannerghatta Road,"North Indian, South Indian, Pizza",3.5,300,No,No,3
Pushpa Darshini,JP Nagar,South Indian,3.7,100,No,No,1
Delight Food,BTM,"Andhra, Chinese, Biryani",2.7,450,Yes,No,3
Sampoorna,JP Nagar,"Chinese, North Indian",3.6,600,Yes,No,2
Eat Repeat Express,JP Nagar,"North Indian, South Indian, Chinese, Biryani, Mexican",3.2,700,Yes,No,5
Bikaner Jn,JP Nagar,Rajasthani,3.9,300,Yes,No,1
Parathe Wali Gali,Wilson Garden,North Indian,3.9,250,Yes,No,1
Upahar Sagar,Banashankari,"South Indian, Chinese, North Indian",3.8,350,No,No,3
Goli Vada Pav No. 1,JP Nagar,Street Food,3.3,200,Yes,No,1
Jaganath Restaurant And Hotel,JP Nagar,North Indian,3.2,300,No,No,1
Beach Hut,JP Nagar,"North Indian, Chinese",3.5,650,No,No,2
Udupi Gokul Cafe,BTM,South Indian,3.8,300,No,No,1
Marhaba,Bannerghatta Road,"Arabian, Mediterranean, North Indian",3.6,500,No,No,3
Shrinidhi Military Hotel,Basavanagudi,"North Indian, Mughlai",3.4,300,No,No,2
Amrit,JP Nagar,"North Indian, Seafood",3.4,600,No,No,2
Re Malnad Nati Style Hotel,JP Nagar,South Indian,3.6,400,Yes,No,1
Insta Cafe,BTM,"Cafe, Continental, Pizza, Italian, Beverages",2.9,400,Yes,No,5
Cafe Alchemist,BTM,"Fast Food, Juices",3.8,300,Yes,No,2
Naati Manae,JP Nagar,"South Indian, Biryani",3.1,500,Yes,No,2
Chokha Chowka,BTM,"North Indian, Chinese",3.8,400,Yes,No,2
Karavali Fish Center,Banashankari,"Mangalorean, Chinese",3.4,300,No,No,2
Delhi Ke Bawarchi,JP Nagar,"North Indian, Chinese, Fast Food",4.0,500,No,No,3
Golden Grill Restaurant,BTM,"Arabian, Chinese, North Indian, Kerala, Seafood",3.5,550,No,No,5
Eat N Drink,BTM,Fast Food,3.8,250,No,No,1
Upahara Darshini,Basavanagudi,"North Indian, Chinese, South Indian, Fast Food",4.0,600,Yes,No,4
Sai Shiv Sagar,Bannerghatta Road,"South Indian, North Indian",2.8,300,No,No,2
Vijaya Sagar,Wilson Garden,"South Indian, North Indian, Chinese",3.6,300,No,No,3
As On Fire,South Bangalore,"Pizza, Fast Food, BBQ",3.4,400,Yes,No,3
Targaryen's Kitchen,JP Nagar,"Chinese, North Indian, Mughlai",3.6,600,Yes,No,3
Flavour of China,BTM,Chinese,3.8,600,Yes,No,1
Sri Yaksha Shiv Sagar,Banashankari,"North Indian, Chinese",3.6,600,Yes,No,2
New Royal Treat,Bannerghatta Road,"North Indian, Chinese",2.8,350,Yes,No,2
SLV Restaurant,JP Nagar,"South Indian, North Indian, Chinese",4.1,300,No,No,3
Keshava Kabab Centre,JP Nagar,North Indian,3.2,200,No,No,1
Kabab Mehal,JP Nagar,"Kebab, North Indian, Fast Food, Beverages",3.7,400,Yes,No,4
Fillers,BTM,"North Indian, Fast Food",3.9,300,Yes,No,2
Dal Roti,JP Nagar,North Indian,3.7,150,Yes,No,1
Tiwari's,Bannerghatta Road,"North Indian, Street Food",3.8,200,Yes,No,2
Burrito Boys,Bannerghatta Road,"Mexican, Tex-Mex",3.0,400,Yes,No,2
Thayee Touch,JP Nagar,"North Indian, Chinese, South Indian",3.6,450,No,No,3
Kydz Adda,Banashankari,Continental,3.4,500,No,No,1
Cuppa,JP Nagar,Cafe,3.4,550,No,No,1
The Pavillion,JP Nagar,"North Indian, Continental, South Indian, Chinese",2.8,1000,No,No,4
Cafe Talk,Bannerghatta Road,"Cafe, Continental, North Indian, Bakery, Desserts",3.3,700,No,No,5
Shringar Sweets & Snacks,Basavanagudi,"Mithai, South Indian, Street Food, Fast Food",3.5,200,Yes,No,4
Kamat Swaad,JP Nagar,"South Indian, North Indian, Chinese",3.9,400,No,No,3
Mast Kalandar,JP Nagar,North Indian,2.3,450,No,No,1
K27 - The Pub,Banashankari,"Chinese, North Indian",3.1,1000,No,No,2
"Malnad Blossom, Coffee & Cream",JP Nagar,Cafe,3.8,300,No,No,1
Hearts Unlock Cafe,BTM,"Cafe, Healthy Food",3.1,500,No,No,2
Apna Punjab,BTM,"North Indian, Chinese, Fast Food",3.7,450,Yes,No,3
Udupi Thaja Thindi,BTM,"North Indian, South Indian, Chinese, Fast Food",2.9,250,Yes,No,4
Cafe 221B,BTM,"Cafe, Beverages",3.7,300,Yes,Yes,2
Ruchi's Corner,Banashankari,Fast Food,2.7,200,Yes,No,1
Chaitanya Cafe,JP Nagar,"South Indian, North Indian, Fast Food",3.9,300,Yes,No,3
Indian Paratha Factory,BTM,North Indian,2.7,250,Yes,No,1
Darbar,Banashankari,"North Indian, Chinese",3.0,800,No,No,2
NEW SUNRISE RESTAURANTS,JP Nagar,"North Indian, Chinese, Biryani",2.7,500,No,No,3
Turquoise,JP Nagar,North Indian,2.8,1200,No,No,1
Dash In,BTM,"North Indian, Chinese, Kerala",3.1,600,No,No,3
Cafe Hush,BTM,"Cafe, Fast Food",3.6,500,No,No,2
The Brew - Aurick Boutique Hotel,JP Nagar,"North Indian, South Indian, Chinese, Grill",3.1,700,No,No,4
The Maori - Aurick Boutique Hotel,JP Nagar,"Chinese, North Indian",3.5,1000,No,No,2
Targaryen's Kitchen,JP Nagar,"North Indian, Bengali, Chinese",3.6,550,No,No,3
Amaravati Grand,BTM,"Chinese, Andhra, Mangalorean",3.3,550,No,No,3
Sea Horse,JP Nagar,"Seafood, Chinese, South Indian, North Indian",3.4,500,No,No,4
Durbari Restaurant,JP Nagar,"North Indian, Chinese, Mughlai",3.2,600,No,No,3
Chai Mane,Basavanagudi,"Beverages, Sandwich",3.2,100,No,No,2
Anand Sagar Inn,Basavanagudi,"South Indian, North Indian, Chinese",3.2,450,No,No,3
Sri Brahmi Kuteera,JP Nagar,South Indian,3.4,150,No,No,1
Udupi Upachar,JP Nagar,"South Indian, North Indian, Chinese, Street Food",3.3,300,Yes,No,4
Desi Vdesi,BTM,"Fast Food, North Indian, Rolls",3.8,250,Yes,No,3
Miss Momo,BTM,"Tibetan, Momos",3.2,250,Yes,No,2
Wow Momo,JP Nagar,"Tibetan, Momos",3.4,300,Yes,No,2
Mangalore Lunch Home,BTM,"North Indian, South Indian, Mangalorean",3.7,250,Yes,No,3
David's Kitchen,BTM,"North Indian, South Indian, Chinese",3.7,200,Yes,No,3
Meat And Eat,Wilson Garden,"Fast Food, Burger",3.2,500,Yes,No,2
Indian Kitchen Eateries-IKE,BTM,Fast Food,3.4,150,Yes,No,1
Chatar Patar,Banashankari,"Fast Food, Street Food",3.6,300,No,No,2
Calvin's,JP Nagar,"Desserts, Italian, Pizza",2.9,800,No,No,3
Magix's Parattha Roll,BTM,"Fast Food, North Indian, Chinese, Mughlai, Rolls",3.8,400,Yes,No,5
Hotel Aradhana,Bannerghatta Road,North Indian,3.7,300,Yes,No,1
Khan's Biryani,BTM,"Biryani, North Indian",3.0,200,Yes,No,2
Armaani Caffe,BTM,Fast Food,3.5,250,Yes,No,1
Chicken Corner,BTM,"Biryani, North Indian, Fast Food, Chinese",3.7,400,Yes,No,4
Earth Plate Express,JP Nagar,"Italian, Continental",3.9,600,Yes,No,2
Singh Punjabi Dhaba,BTM,"North Indian, Chinese",3.8,400,No,No,2
Rolls On Wheels,BTM,"Fast Food, Rolls, Momos",2.8,300,No,No,3
Sri Vishnupriya,BTM,"South Indian, North Indian, Chinese",3.0,300,No,No,3
Waikiki,JP Nagar,"Fast Food, Beverages",3.2,200,No,No,2
Kidambi's Kitchen,Banashankari,South Indian,3.4,300,No,No,1
Pappu Chaiwalla,JP Nagar,"Fast Food, Tea, Beverages",3.6,300,No,No,3
Aarya Pork Hotel,BTM,"South Indian, Biryani, Chinese",3.4,300,No,No,3
Sri Krishna Sagar,BTM,"South Indian, North Indian, Chinese",3.5,200,No,No,3
Gopal Kabab Centre,JP Nagar,North Indian,3.4,350,No,No,1
100ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ°C,BTM,"Biryani, North Indian",3.7,450,No,No,2
Ma-Arya Family Restaurant,BTM,"Biryani, South Indian, North Indian, Chinese, Andhra",3.1,600,No,No,5
Famous Dum Biriyani,Wilson Garden,Biryani,3.1,200,No,No,1
Amravathi Restaurants & Caterers,BTM,"North Indian, Chinese",3.1,400,No,No,2
Shater Grill House,BTM,"North Indian, Arabian, Chinese",3.5,700,No,No,3
Ghee Rice Family Restaurant,Wilson Garden,"North Indian, Chinese, Biryani",3.3,600,No,No,3
Juice Buzz,JP Nagar,Juices,3.1,200,No,No,1
Shri Vinayaka Ice N Juice,Basavanagudi,"Beverages, Fast Food",3.1,150,Yes,No,2
The Cuboidal,BTM,"Fast Food, Beverages, Sandwich",3.6,300,Yes,No,3
Pout,BTM,Beverages,4.0,400,No,No,1
Thrupthi Restaurant,Bannerghatta Road,Kerala,3.4,150,No,No,1
Panchami Garden,Bannerghatta Road,"South Indian, North Indian",3.6,400,No,No,2
Cafe Bollywood,JP Nagar,Street Food,3.4,200,No,No,1
Food Junction,BTM,"North Indian, Chinese, Street Food, Biryani",3.6,400,No,No,4
Shaahi Mezbaan Restaurant,BTM,North Indian,3.1,350,No,No,1
Karavali Lunch Home,BTM,Kerala,3.3,200,No,No,1
Little Shangai,Bannerghatta Road,"Chinese, North Indian, Fast Food",3.3,400,No,No,3
Bruncherz,BTM,"North Indian, Chinese",3.5,200,No,No,2
What the Food,BTM,"North Indian, Chinese, Fast Food",3.6,250,No,No,3
Loca Moca - The Indian Grub,Bannerghatta Road,"North Indian, Biryani",3.4,600,No,No,2
Shanghai Times,Bannerghatta Road,"Chinese, Asian",3.1,450,No,No,2
Singh Da Dhaba,BTM,North Indian,3.3,400,No,No,1
Essential Kitchen,Wilson Garden,"Chinese, Fast Food",3.3,500,No,No,2
New Farm Fresh,BTM,"Italian, Pizza",3.6,650,No,No,2
Cane Recipes,Bannerghatta Road,Juices,3.5,100,No,No,1
Hot Burg,BTM,"Fast Food, Juices",3.5,300,No,No,2
Amrutha Mess,BTM,Kerala,3.4,300,No,No,1
Desi Adda,BTM,"North Indian, Chinese",3.3,300,No,No,2
Sri Sapana Dhaba,BTM,North Indian,3.2,250,Yes,No,1
Bamboo Heights,BTM,"Chinese, Fast Food, Continental",3.7,500,No,No,3
Top Foam Parantha Roll & Juice Centre,BTM,"North Indian, Chinese, Fast Food, Rolls",3.5,300,No,No,4
SB FOODS,JP Nagar,South Indian,3.3,250,No,No,1
Ambur Azad Darbar,BTM,"North Indian, Fast Food, Biryani",3.1,250,No,No,3
Anamika Roll Centre,Wilson Garden,"North Indian, Fast Food, Rolls",3.2,300,No,No,3
Tandoori Spot,JP Nagar,"North Indian, Chinese",3.5,500,No,No,2
Naga's,Bannerghatta Road,"Hyderabadi, Andhra, North Indian",2.7,500,No,No,3
Thindi Mane,JP Nagar,South Indian,3.5,300,No,No,1
Shiv Sagar,Bannerghatta Road,"South Indian, Beverages",3.5,400,No,No,2
C K Bake & Juice,BTM,"Juices, Street Food",3.1,150,No,No,2
Desi Bites,Bannerghatta Road,Street Food,3.2,200,No,No,1
South Indian Kitchen,JP Nagar,"Asian, BBQ, South Indian, Chinese",3.3,300,No,No,4
Hotel Mirchi Red,BTM,"North Indian, Chinese",3.1,400,No,No,2
Food And You,BTM,"North Indian, South Indian, Gujarati",3.9,350,Yes,No,3
Woodee Pizza,JP Nagar,"Cafe, Pizza, Fast Food, Beverages",2.7,500,Yes,No,4
Mongolian Kitchen,BTM,"Chinese, Mongolian",3.8,300,No,No,2
Juicy Momos,Bannerghatta Road,"Tibetan, Momos",3.1,250,Yes,No,2
Grill N Chill,BTM,"North Indian, Chinese",3.1,400,No,No,2
Chilly N Chicken,JP Nagar,"Andhra, Biryani",3.5,250,No,No,2
Gandharva Family Restaurant,Basavanagudi,"North Indian, Chinese",3.6,900,No,No,2
Kakal-Kai Ruchi,JP Nagar,"Fast Food, North Indian, Chinese, South Indian",3.8,400,No,No,4
The 90s Hash House,BTM,Cafe,3.8,500,No,No,1
Sri Krishna Sagar,JP Nagar,"South Indian, North Indian, Chinese, Street Food",3.1,300,No,No,4
Marunadan Kada,BTM,"Kerala, Tea",3.3,250,No,No,2
Fresh Kitchen,Bannerghatta Road,"North Indian, Chinese",3.3,600,Yes,No,2
PHEW (Play Hard Eat Wild),BTM,"Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",3.9,700,Yes,Yes,7
Ambur Hot Dum Biryani,BTM,Biryani,3.5,200,No,No,1
Hotel Empark,Wilson Garden,"Chinese, North Indian, Arabian",3.4,800,Yes,No,3
Chai Point,BTM,"Tea, Beverages, Fast Food",4.0,250,Yes,No,3
Sri Lakshmi Dhaba,BTM,North Indian,3.0,250,Yes,No,1
Cafe Mist,JP Nagar,"Cafe, American, Continental, Italian",3.8,500,Yes,No,4
Sri Punjabi Dhaba,BTM,North Indian,3.3,400,Yes,No,1
The Pump House,JP Nagar,"Continental, Finger Food",4.3,1500,No,No,2
Levitate Brewery and Kitchen,JP Nagar,"Finger Food, North Indian, Continental",4.5,1500,No,Yes,3
The Underpass Pub & Grub,JP Nagar,"Finger Food, Continental, North Indian, Chinese",4.0,1500,No,Yes,4
Cafe Coffee Day,JP Nagar,Cafe,3.5,650,Yes,No,1
Ludo CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Kumaraswamy Layout,"Cafe, Chinese, Arabian",3.9,550,No,No,3
Swadista Aahar,BTM,"South Indian, North Indian, Chinese, Street Food",4.2,300,Yes,No,4
Recipe,Kumaraswamy Layout,"North Indian, Chinese, Biryani",4.0,500,Yes,No,3
Malenadu Kitchen,Kanakapura Road,"South Indian, North Indian, Chinese",3.8,700,Yes,Yes,3
Dabba Gosht,JP Nagar,"Arabian, Middle Eastern",3.5,400,Yes,No,2
A2B - Adyar Ananda Bhavan,JP Nagar,"South Indian, North Indian, Chinese, Street Food",4.2,200,Yes,No,4
Faasos,JP Nagar,"North Indian, Biryani, Fast Food",3.9,500,Yes,No,3
Kaapi Kuteera,Kanakapura Road,South Indian,3.5,100,Yes,No,1
BingeJoy!,JP Nagar,"Biryani, Chinese, Fast Food",3.7,100,Yes,No,3
KFC,Jayanagar,"Burger, Fast Food",3.3,400,Yes,No,2
Fujian Express,JP Nagar,"Chinese, Thai",3.4,200,Yes,No,2
Roll N Rock,Kumaraswamy Layout,"Chinese, North Indian, Mughlai, Rolls",3.9,400,Yes,No,4
Goli Vada Pav No. 1,Kumaraswamy Layout,Street Food,3.8,200,Yes,No,1
Karama Restaurant,JP Nagar,Arabian,3.4,400,Yes,No,1
Shree Udupi Grand,Kanakapura Road,"South Indian, Chinese, North Indian",3.5,400,Yes,No,3
Olive - Era,Kumaraswamy Layout,"BBQ, Arabian, Chinese, Kebab, Beverages",3.3,700,Yes,No,5
Moksha,Kanakapura Road,"Chinese, North Indian, Mughlai",3.6,500,Yes,No,3
Adyar Ananda Bhavan Sweets,JP Nagar,"Mithai, Desserts",3.6,200,Yes,No,2
Savoury - Sea Shell Restaurant,Bannerghatta Road,"Arabian, North Indian, Chinese, Seafood, Biryani, Beverages",3.9,900,Yes,Yes,6
Tandoor Chai House,JP Nagar,"Street Food, Sandwich, Rolls, Beverages",3.5,200,Yes,No,4
Yummy Momos,Kumaraswamy Layout,"Momos, Tibetan, Chinese",3.3,200,Yes,No,3
A1 Garam Masala,Kanakapura Road,"North Indian, Andhra, Chinese",3.6,500,Yes,No,3
Nagas,JP Nagar,"Andhra, Hyderabadi, North Indian",3.0,300,Yes,No,3
Bathinda Junction,BTM,North Indian,3.8,600,Yes,No,1
Domino's Pizza,Bannerghatta Road,"Pizza, Fast Food",3.0,400,Yes,No,2
Mother's Rasoi Family Restaurant,Bannerghatta Road,North Indian,3.4,200,Yes,No,1
Healthie,JP Nagar,"Healthy Food, Beverages",3.3,600,Yes,No,2
Shawarma Inc,Bannerghatta Road,"Rolls, Lebanese",3.3,250,Yes,No,2
Bean D'er Cafe,JP Nagar,"Tamil, Fast Food",3.4,250,Yes,No,2
Five Star Chicken,Bannerghatta Road,"Fast Food, Burger",3.3,250,Yes,No,2
Anda Ka Funda,Jayanagar,"North Indian, Chinese, Rolls",3.3,250,Yes,No,3
Ande Ka Funda,Kumaraswamy Layout,"North Indian, Fast Food, Rolls",3.3,250,Yes,No,3
Asharfilal,Bannerghatta Road,Desserts,3.6,150,Yes,No,1
Ovenstory Pizza,Bommanahalli,Pizza,3.8,750,Yes,No,1
Bake Delite,Kumaraswamy Layout,"Bakery, Fast Food",3.7,400,Yes,No,2
Wangs Kitchen,JP Nagar,Chinese,2.8,1000,Yes,No,1
The Fiery Indian Kitchen,Kanakapura Road,"Andhra, North Indian, Chinese",3.5,600,Yes,No,3
Pallavas Veg Cuisine,Bannerghatta Road,"North Indian, South Indian, Chinese",3.7,600,Yes,No,3
Sri Krishna Sagar,Kanakapura Road,"South Indian, North Indian, Chinese",3.4,400,Yes,No,3
The Chervil,JP Nagar,"North Indian, Continental",4.1,1000,Yes,No,2
Juicy & Spicy,JP Nagar,"Bakery, Fast Food",3.2,150,Yes,No,2
Bakers Town,Kumaraswamy Layout,"Cafe, Continental, Fast Food",3.8,600,Yes,No,3
Bengalooru Tiffany's,JP Nagar,"South Indian, North Indian, Chinese, Street Food",3.1,400,Yes,No,4
Gelato Italiano,BTM,"Ice Cream, Bakery, Desserts",3.8,200,Yes,No,3
CHAATter Box,Kumaraswamy Layout,"South Indian, Chinese, North Indian",3.4,250,Yes,No,3
Xpress Chai,BTM,Tea,3.2,150,Yes,No,1
Meghana Foods,Jayanagar,"Biryani, North Indian, Chinese",4.5,600,Yes,No,3
Fish And Dish,JP Nagar,"Mangalorean, Chinese",3.7,350,Yes,No,2
Zaitoon Lassi Cafe,BTM,"Cafe, Burger, Sandwich, Beverages",3.5,150,Yes,No,4
Vivi's Food Joint,Kumaraswamy Layout,"North Indian, Fast Food, Beverages",3.7,250,Yes,No,3
Desi Swaad,Kumaraswamy Layout,North Indian,3.5,400,Yes,No,1
Kesariya,JP Nagar,Rajasthani,4.2,1200,No,Yes,1
Rara Avis,JP Nagar,"Kerala, Seafood, Biryani, Desserts",3.9,400,No,No,4
Chillz,JP Nagar,"Fast Food, Juices, Street Food",3.5,100,No,No,3
Muddhe Bytes,Bannerghatta Road,"South Indian, Biryani",3.6,300,Yes,No,2
Funky Punjab,BTM,"North Indian, Chinese",3.8,400,Yes,No,2
Donne Biriyani Mane,Kumaraswamy Layout,"Biryani, Kebab",3.1,300,Yes,No,2
Once In Nature,JP Nagar,Healthy Food,3.7,300,Yes,No,1
Yummerica Fries,BTM,"Fast Food, Beverages",3.2,300,No,No,2
The Chaat Shop,BTM,Street Food,3.2,100,No,No,1
Biriyani Bhatti,BTM,"Chinese, Hyderabadi, North Indian",3.8,400,Yes,No,3
Multi Cakes,JP Nagar,"Bakery, Desserts",3.8,200,No,No,2
Veruthe Oru Thattukada,BTM,"Kerala, South Indian",3.6,400,Yes,No,2
Dakshin Cafe,Kumaraswamy Layout,South Indian,3.7,100,Yes,No,1
Apsara Ice Cream,JP Nagar,"Ice Cream, Desserts",4.3,200,No,No,2
Akshaya Donne Biriyani,JP Nagar,"Biryani, South Indian, Kebab",3.0,300,Yes,No,3
Food Republic Resto,Kumaraswamy Layout,"North Indian, Chinese",3.3,700,Yes,No,2
Athithi Grand Restaurant,Kanakapura Road,"Andhra, North Indian, Chinese",3.0,700,Yes,No,3
Advika Briyani Center,JP Nagar,Biryani,3.2,300,No,No,1
Gam's Delicacy,JP Nagar,"North Indian, Chinese, Assamese",3.2,800,No,No,3
Rolls On Wheels,JP Nagar,"Fast Food, Rolls, Momos",3.1,300,No,No,3
